https://github.com/ga-chicago/wdi5-homework HW
https://github.com/Aggregates/MI_HW2 HW
https://github.com/datasciencelabs/2016/ EDU
https://github.com/githubteacher/intro-november-2015 EDU
https://github.com/atom/atom DEV
https://github.com/jmcglone/jmcglone.github.io DATA_OR_WEB
https://github.com/hpi-swt2-exercise/java-tdd-challenge DOCS_OR_EDU
https://github.com/alphagov/performanceplatform-documentation DOCS
https://github.com/harvesthq/how-to-walkabout DOCS_OR_EDU
https://github.com/vhf/free-programming-books DOCS_OR_EDU
https://github.com/d3/d3 DEV
https://github.com/carlosmn/CoMa-II HW
https://github.com/git/git-scm.com WEB
https://github.com/PowerDNS/pdns DEV
https://github.com/cmrberry/cs6300-git-practice HW
https://github.com/Sefaria/Sefaria-Project DEV_Or_?
https://github.com/mongodb/docs DOCS
https://github.com/sindresorhus/eslint-config-xo DEV_OR_?
https://github.com/e-books/backbone.en.douceur EDU_OR_?
https://github.com/erikflowers/weather-icons DEV_OR_?
https://github.com/tensorflow/tensorflow DEV
https://github.com/cs231n/cs231n.github.io EDU_OR_WEB
https://github.com/m2mtech/smashtag-2015 HW_OR_EDU
https://github.com/openaddresses/openaddresses DATA
https://github.com/benbalter/congressional-districts DATA_OR_DOCS
https://github.com/Chicago/food-inspections-evaluation DATA_OR_DOCS
https://github.com/OpenInstitute/OpenDuka DATA_OR_DOCS
https://github.com/torvalds/linux DEV
https://github.com/bhuga/bhuga.net EDU_OR_WEB
https://github.com/macloo/just_enough_code EDU
https://github.com/hughperkins/howto-jenkins-ssl DOCS_OR_EDU
